check	memory_alias_bindings	memory_alias_bindings_alias_id_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED
check	memory_alias_bindings	memory_alias_bindings_authorization_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=104 fail=8 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_envelope_key_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=104 fail=8 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_erased_is_retired	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=104 fail=8 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_evidence_digest_form	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_freshness_window	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_mutation_receipt_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_participant_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_payload_carries_no_alias	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_payload_object	SURVIVED	RESTORED	WATCHDOG VERDICT: PASS scope=FOCUSED tests=112 pass=112 fail=0 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_pii_key_version_positive	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_pii_present_or_erased	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_policy_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_principal_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_removal_after_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_removal_witness	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_scope_key_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_scope_key_derivation	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_subject_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED
check	memory_alias_bindings	memory_alias_bindings_tenant_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED
check	memory_alias_bindings	memory_alias_bindings_user_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED
check	memory_alias_bindings	memory_alias_bindings_workspace_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_bindings	memory_alias_bindings_workspace_not_sentinel	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_blind_indexes	memory_alias_blind_indexes_present_or_erased	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_blind_indexes	memory_alias_blind_indexes_purpose_domain	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_blind_indexes	memory_alias_blind_indexes_value_form	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_blind_indexes	memory_alias_blind_indexes_version_agreement	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_blind_indexes	memory_alias_blind_indexes_version_positive	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_alias_protected_domains	memory_alias_protected_domains_host_form	SURVIVED	RESTORED	WATCHDOG VERDICT: PASS scope=FOCUSED tests=112 pass=112 fail=0 cancelled=0 skipped=0 todo=0
check	memory_alias_tenant_policy	memory_alias_tenant_policy_domain	SURVIVED	RESTORED	WATCHDOG VERDICT: PASS scope=FOCUSED tests=112 pass=112 fail=0 cancelled=0 skipped=0 todo=0
check	memory_authorization_nonces	memory_authorization_nonces_consumption_witness	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_nonces	memory_authorization_nonces_digest_form	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_nonces	memory_authorization_nonces_max_validity	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_nonces	memory_authorization_nonces_not_both	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_nonces	memory_authorization_nonces_window	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_receipts	memory_authorization_receipts_action_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
check	memory_authorization_receipts	memory_authorization_receipts_authorization_binding	KILLED	RESTORED	WATCHDOG VERDICT: FAIL scope=FOCUSED tests=112 pass=111 fail=1 cancelled=0 skipped=0 todo=0
